natural_language_query,sql_query
"Add a new record to the orders with values 9, 2900, 2022-05-30","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (9, 2900, '2022-05-30');"
Remove records from orders where total amount is less than 1650,DELETE FROM orders WHERE total_amount < 1650;
Get email and count of records from customers grouped by email having count greater than 4,"SELECT email, COUNT(*) FROM customers GROUP BY email HAVING COUNT(*) > 4;"
List all order items where quantity is greater than 2,SELECT * FROM order_items WHERE quantity > 2;
Get order date and count of records from orders grouped by order date having count greater than 8,"SELECT order_date, COUNT(*) FROM orders GROUP BY order_date HAVING COUNT(*) > 8;"
Get total amount and count of records from orders grouped by total amount having count greater than 3,"SELECT total_amount, COUNT(*) FROM orders GROUP BY total_amount HAVING COUNT(*) > 3;"
List all order items where order id is greater than 19,SELECT * FROM order_items WHERE order_id > 19;
Change salary to 45000 in employees where name is John Doe,UPDATE employees SET salary = '45000' WHERE name = 'John' Doe;
"Add a new record to the employees with values John Doe, 50, Marketing, 85000","INSERT INTO employees (name, age, department, salary) VALUES ('John Doe', 50, 'Marketing', 85000);"
Change customer id to 48 in orders where id is 1,UPDATE orders SET customer_id = '48' WHERE id = '1';
"Add a new record to the products with values Smartphone, 800, 460","INSERT INTO products (name, price, stock) VALUES ('Smartphone', 800, 460);"
List all order items where product id is greater than 10,SELECT * FROM order_items WHERE product_id > 10;
Remove records from orders where customer id is less than 24,DELETE FROM orders WHERE customer_id < 24;
Change department to HR in employees where name is Bob Lee,UPDATE employees SET department = 'HR' WHERE name = 'Bob' Lee;
Change stock to 10 in products where price is 800,UPDATE products SET stock = '10' WHERE price = '800';
Remove records from employees where salary is less than 30000,DELETE FROM employees WHERE salary < 30000;
Remove records from employees where name is less than John Doe,DELETE FROM employees WHERE name < John Doe;
Change name to Keyboard in products where name is Laptop,UPDATE products SET name = 'Keyboard' WHERE name = 'Laptop';
Remove records from products where price is less than 100,DELETE FROM products WHERE price < 100;
"Add a new record to the employees with values Bob Lee, 60, Sales, 75000","INSERT INTO employees (name, age, department, salary) VALUES ('Bob Lee', 60, 'Sales', 75000);"
List all products where price is greater than 1200,SELECT * FROM products WHERE price > 1200;
List all orders where total amount is greater than 3150,SELECT * FROM orders WHERE total_amount > 3150;
List all orders sorted by order date,SELECT * FROM orders ORDER BY order_date;
Change age to 58 in employees where department is Sales,UPDATE employees SET age = '58' WHERE department = 'Sales';
List all products where stock is greater than 50,SELECT * FROM products WHERE stock > 50;
List all order items where quantity is greater than 4,SELECT * FROM order_items WHERE quantity > 4;
Get order id and count of records from order items grouped by order id having count greater than 2,"SELECT order_id, COUNT(*) FROM order_items GROUP BY order_id HAVING COUNT(*) > 2;"
Change stock to 130 in products where stock is 120,UPDATE products SET stock = '130' WHERE stock = '120';
Get product id and count of records from order items grouped by product id having count greater than 1,"SELECT product_id, COUNT(*) FROM order_items GROUP BY product_id HAVING COUNT(*) > 1;"
List all employees where salary is greater than 80000,SELECT * FROM employees WHERE salary > 80000;
Change total amount to 2900 in orders where total amount is 2600,UPDATE orders SET total_amount = '2900' WHERE total_amount = '2600';
Change price to 1400 in products where price is 100,UPDATE products SET price = '1400' WHERE price = '100';
Get email and count of records from customers grouped by email having count greater than 6,"SELECT email, COUNT(*) FROM customers GROUP BY email HAVING COUNT(*) > 6;"
Change order date to 2022-02-14 in orders where customer id is 27,UPDATE orders SET order_date = ''2022-02-14'' WHERE customer_id = '27';
Change order date to 2022-04-25 in orders where order date is 2022-01-10,UPDATE orders SET order_date = '2022-04-25' WHERE order_date = '2022-01-10';
Remove records from orders where total amount is less than 4900,DELETE FROM orders WHERE total_amount < 4900;
List all orders where customer id is greater than 20,SELECT * FROM orders WHERE customer_id > 20;
"Add a new record to the customers with values Helen Martin, grace.lee@example.com, 2022-03-10","INSERT INTO customers (name, email, signup_date) VALUES ('Helen Martin', 'grace.lee@example.com', '2022-03-10');"
"Add a new record to the employees with values Carol King, 36, HR, 65000","INSERT INTO employees (name, age, department, salary) VALUES ('Carol King', 36, 'HR', 65000);"
List all orders where customer id is greater than 44,SELECT * FROM orders WHERE customer_id > 44;
List all orders where total amount is greater than 1300,SELECT * FROM orders WHERE total_amount > 1300;
List orders with customer names,"SELECT o.id, c.name, o.total_amount FROM orders o JOIN customers c ON o.customer_id = c.id;"
Remove records from employees where age is less than 52,DELETE FROM employees WHERE age < 52;
Change salary to 35000 in employees where id is 1,UPDATE employees SET salary = '35000' WHERE id = '1';
"Add a new record to the orders with values 27, 3700, 2022-02-14","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (27, 3700, '2022-02-14');"
Change price to 1700 in products where name is Keyboard,UPDATE products SET price = '1700' WHERE name = 'Keyboard';
List all employees where department is greater than Marketing,SELECT * FROM employees WHERE department > Marketing;
"Add a new record to the employees with values Jane Smith, 25, Marketing, 50000","INSERT INTO employees (name, age, department, salary) VALUES ('Jane Smith', 25, 'Marketing', 50000);"
List all products where stock is greater than 60,SELECT * FROM products WHERE stock > 60;
Remove records from employees where salary is less than 90000,DELETE FROM employees WHERE salary < 90000;
List all products where price is greater than 400,SELECT * FROM products WHERE price > 400;
Get order id and count of records from order items grouped by order id having count greater than 7,"SELECT order_id, COUNT(*) FROM order_items GROUP BY order_id HAVING COUNT(*) > 7;"
"Add a new record to the orders with values 12, 2650, 2022-02-14","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (12, 2650, '2022-02-14');"
Change stock to 230 in products where name is Monitor,UPDATE products SET stock = '230' WHERE name = 'Monitor';
Remove records from orders where total amount is less than 4600,DELETE FROM orders WHERE total_amount < 4600;
Get signup date and count of records from customers grouped by signup date having count greater than 7,"SELECT signup_date, COUNT(*) FROM customers GROUP BY signup_date HAVING COUNT(*) > 7;"
Change order date to 2022-05-30 in orders where id is 1,UPDATE orders SET order_date = '2022-05-30' WHERE id = '1';
Change price to 1100 in products where price is 500,UPDATE products SET price = '1100' WHERE price = '500';
Get product id and count of records from order items grouped by product id having count greater than 10,"SELECT product_id, COUNT(*) FROM order_items GROUP BY product_id HAVING COUNT(*) > 10;"
List all orders where customer id is greater than 5,SELECT * FROM orders WHERE customer_id > 5;
"Add a new record to the orders with values 2, 2350, 2022-04-25","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (2, 2350, '2022-04-25');"
Remove records from orders where customer id is less than 34,DELETE FROM orders WHERE customer_id < 34;
"Add a new record to the employees with values Carol King, 50, Finance, 45000","INSERT INTO employees (name, age, department, salary) VALUES ('Carol King', 50, 'Finance', 45000);"
List all customers where name is greater than David Brown,SELECT * FROM customers WHERE name > David Brown;
"Add a new record to the products with values Laptop, 1300, 30","INSERT INTO products (name, price, stock) VALUES ('Laptop', 1300, 30);"
"Add a new record to the employees with values Carol King, 37, Engineering, 60000","INSERT INTO employees (name, age, department, salary) VALUES ('Carol King', 37, 'Engineering', 60000);"
"Add a new record to the employees with values Jane Smith, 57, Engineering, 90000","INSERT INTO employees (name, age, department, salary) VALUES ('Jane Smith', 57, 'Engineering', 90000);"
Change name to Bob Lee in employees where age is 51,UPDATE employees SET name = 'Bob' Lee WHERE age = '51';
"Add a new record to the customers with values David Brown, emma.wilson@example.com, 2020-12-30","INSERT INTO customers (name, email, signup_date) VALUES ('David Brown', 'emma.wilson@example.com', '2020-12-30');"
Remove records from employees where department is less than Finance,DELETE FROM employees WHERE department < Finance;
List all employees where salary is greater than 65000,SELECT * FROM employees WHERE salary > 65000;
Change name to Keyboard in products where name is Monitor,UPDATE products SET name = 'Keyboard' WHERE name = 'Monitor';
Get the total salary from employees,SELECT SUM(salary) FROM employees;
"Add a new record to the employees with values Carol King, 40, HR, 110000","INSERT INTO employees (name, age, department, salary) VALUES ('Carol King', 40, 'HR', 110000);"
Change salary to 55000 in employees where salary is 110000,UPDATE employees SET salary = '55000' WHERE salary = '110000';
Remove records from products where stock is less than 480,DELETE FROM products WHERE stock < 480;
"Add a new record to the employees with values John Doe, 42, Engineering, 120000","INSERT INTO employees (name, age, department, salary) VALUES ('John Doe', 42, 'Engineering', 120000);"
Change price to 800 in products where id is 1,UPDATE products SET price = '800' WHERE id = '1';
"Add a new record to the orders with values 10, 3150, 2022-02-14","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (10, 3150, '2022-02-14');"
"Add a new record to the orders with values 4, 1150, 2022-04-25","INSERT INTO orders (customer_id, total_amount, order_date) VALUES (4, 1150, '2022-04-25');"
